               Sayac              X              Y               Deger
                3337              7             32                   1
                3338              8             32                   1
                3352             22             32                   1
                3364             34             32                   1
                3377             47             32                   1
                3414             84             32                   1
                3426             96             32                   1
                3427             97             32                   1
                3435            105             32                   1
                3439            109             32                   1
                3448            118             32                   1
                3455            125             32                   1
                3456            126             32                   1
                3486             28             33                   1
                3491             33             33                   1
                3513             55             33                   1
                3531             73             33                   1
                3532             74             33                   1
                3535             77             33                   1
                3540             82             33                   1
                3573            115             33                   1
                3581            123             33                   1
                3634             48             34                   1
                3678             92             34                   1
                3690            104             34                   1
                3706            120             34                   1
                3723              9             35                   1
                3728             14             35                   1
                3756             42             35                   1
                3768             54             35                   1
                3781             67             35                   1
                3816            102             35                   1
                3819            105             35                   1
                3825            111             35                   1
                3835            121             35                   1
                3845              3             36                   1
                3851              9             36                   1
                3881             39             36                   1
                3887             45             36                   1
                3891             49             36                   1
                3893             51             36                   1
                3915             73             36                   1
                3922             80             36                   1
                3930             88             36                   1
                3933             91             36                   1
                3958            116             36                   1
                3961            119             36                   1
                3968            126             36                   1
                3971              1             37                   1
                3995             25             37                   1
                4007             37             37                   1
                4011             41             37                   1
                4035             65             37                   1
                4036             66             37                   1
                4060             90             37                   1
                4085            115             37                   1
                4087            117             37                   1
                4088            118             37                   1
                4089            119             37                   1
                4094            124             37                   1
                4097            127             37                   1
                4098              0             38                   1
                4102              4             38                   1
                4106              8             38                   1
                4112             14             38                   1
                4113             15             38                   1
                4135             37             38                   1
                4137             39             38                   1
                4142             44             38                   1
                4146             48             38                   1
                4163             65             38                   1
                4164             66             38                   1
                4168             70             38                   1
                4182             84             38                   1
                4201            103             38                   1
                4204            106             38                   1
                4208            110             38                   1
                4219            121             38                   1
                4243             17             39                   1
                4255             29             39                   1
                4259             33             39                   1
                4282             56             39                   1
                4300             74             39                   1
                4323             97             39                   1
                4336            110             39                   1
                4351            125             39                   1
                4375             21             40                   1
                4390             36             40                   1
                4408             54             40                   1
                4412             58             40                   1
                4418             64             40                   1
                4425             71             40                   1
                4429             75             40                   1
                4433             79             40                   1
                4434             80             40                   1
                4440             86             40                   1
                4464            110             40                   1
                4468            114             40                   1
                4470            116             40                   1
                4475            121             40                   1
                4493             11             41                   1
                4494             12             41                   1
                4498             16             41                   1
                4508             26             41                   1
                4509             27             41                   1
                4530             48             41                   1
                4538             56             41                   1
                4539             57             41                   1
                4545             63             41                   1
                4550             68             41                   1
                4555             73             41                   1
                4557             75             41                   1
                4583            101             41                   1
                4607            125             41                   1
                4611              1             42                   1
                4615              5             42                   1
                4617              7             42                   1
                4634             24             42                   1
                4636             26             42                   1
                4638             28             42                   1
                4666             56             42                   1
                4670             60             42                   1
                4677             67             42                   1
                4691             81             42                   1
                4699             89             42                   1
                4719            109             42                   1
                4724            114             42                   1
                4753             15             43                   1
                4754             16             43                   1
                4755             17             43                   1
                4756             18             43                   1
                4761             23             43                   1
                4763             25             43                   1
                4764             26             43                   1
                4768             30             43                   1
                4771             33             43                   1
                4775             37             43                   1
                4780             42             43                   1
                4789             51             43                   1
                4800             62             43                   1
                4807             69             43                   1
                4817             79             43                   1
                4818             80             43                   1
                4822             84             43                   1
                4827             89             43                   1
                4828             90             43                   1
                4833             95             43                   1
                4847            109             43                   1
                4850            112             43                   1
                4888             22             44                   1
                4898             32             44                   1
                4918             52             44                   1
                4922             56             44                   1
                4923             57             44                   1
                4927             61             44                   1
                4930             64             44                   1
                4941             75             44                   1
                4946             80             44                   1
                4956             90             44                   1
                4957             91             44                   1
                4962             96             44                   1
                4976            110             44                   1
                4995              1             45                   1
