               Sayac              X              Y               Deger
                3095             21             25                   1
                3112             38             25                   1
                3151             77             25                   1
                3155             81             25                   1
                3172             98             25                   1
                3178            104             25                   1
                3212             10             26                   1
                3236             34             26                   1
                3245             43             26                   1
                3246             44             26                   1
                3248             46             26                   1
                3272             70             26                   1
                3276             74             26                   1
                3288             86             26                   1
                3300             98             26                   1
                3306            104             26                   1
                3320            118             26                   1
                3329            127             26                   1
                3343             13             27                   1
                3358             28             27                   1
                3367             37             27                   1
                3374             44             27                   1
                3379             49             27                   1
                3399             69             27                   1
                3407             77             27                   1
                3434            104             27                   1
                3459              1             28                   1
                3475             17             28                   1
                3486             28             28                   1
                3508             50             28                   1
                3517             59             28                   1
                3524             66             28                   1
                3532             74             28                   1
                3533             75             28                   1
                3534             76             28                   1
                3536             78             28                   1
                3554             96             28                   1
                3560            102             28                   1
                3562            104             28                   1
                3565            107             28                   1
                3569            111             28                   1
                3573            115             28                   1
                3617             31             29                   1
                3619             33             29                   1
                3639             53             29                   1
                3644             58             29                   1
                3655             69             29                   1
                3685             99             29                   1
                3687            101             29                   1
                3698            112             29                   1
                3705            119             29                   1
                3710            124             29                   1
                3716              2             30                   1
                3718              4             30                   1
                3725             11             30                   1
                3735             21             30                   1
                3750             36             30                   1
                3761             47             30                   1
                3790             76             30                   1
                3797             83             30                   1
                3805             91             30                   1
                3812             98             30                   1
                3844              2             31                   1
                3847              5             31                   1
                3864             22             31                   1
                3906             64             31                   1
                3918             76             31                   1
                3929             87             31                   1
                3931             89             31                   1
                3936             94             31                   1
                3938             96             31                   1
                3951            109             31                   1
                3952            110             31                   1
                3957            115             31                   1
                3959            117             31                   1
                3961            119             31                   1
                3970              0             32                   1
                3977              7             32                   1
                3978              8             32                   1
                3992             22             32                   1
                4004             34             32                   1
                4017             47             32                   1
                4054             84             32                   1
                4066             96             32                   1
                4067             97             32                   1
                4079            109             32                   1
                4082            112             32                   1
                4088            118             32                   1
                4095            125             32                   1
                4096            126             32                   1
                4111             13             33                   1
                4126             28             33                   1
                4131             33             33                   1
                4153             55             33                   1
                4171             73             33                   1
                4172             74             33                   1
                4175             77             33                   1
                4180             82             33                   1
                4213            115             33                   1
                4221            123             33                   1
                4256             30             34                   1
                4274             48             34                   1
                4277             51             34                   1
                4286             60             34                   1
                4306             80             34                   1
                4308             82             34                   1
                4311             85             34                   1
                4318             92             34                   1
                4330            104             34                   1
                4346            120             34                   1
                4363              9             35                   1
                4365             11             35                   1
                4368             14             35                   1
                4396             42             35                   1
                4408             54             35                   1
                4421             67             35                   1
                4456            102             35                   1
                4459            105             35                   1
                4465            111             35                   1
                4475            121             35                   1
                4485              3             36                   1
                4491              9             36                   1
                4521             39             36                   1
                4527             45             36                   1
                4531             49             36                   1
                4533             51             36                   1
                4539             57             36                   1
                4555             73             36                   1
                4562             80             36                   1
                4570             88             36                   1
                4573             91             36                   1
                4596            114             36                   1
                4598            116             36                   1
                4601            119             36                   1
                4608            126             36                   1
                4611              1             37                   1
                4635             25             37                   1
                4651             41             37                   1
                4675             65             37                   1
                4676             66             37                   1
                4700             90             37                   1
                4725            115             37                   1
                4727            117             37                   1
                4728            118             37                   1
                4729            119             37                   1
                4734            124             37                   1
                4737            127             37                   1
                4738              0             38                   1
                4742              4             38                   1
                4746              8             38                   1
                4752             14             38                   1
                4753             15             38                   1
                4765             27             38                   1
                4775             37             38                   1
                4777             39             38                   1
                4782             44             38                   1
                4786             48             38                   1
                4803             65             38                   1
                4804             66             38                   1
                4808             70             38                   1
                4822             84             38                   1
                4841            103             38                   1
                4844            106             38                   1
                4848            110             38                   1
                4859            121             38                   1
                4883             17             39                   1
                4895             29             39                   1
                4899             33             39                   1
                4911             45             39                   1
                4922             56             39                   1
                4940             74             39                   1
                4963             97             39                   1
                4965             99             39                   1
                4976            110             39                   1
                4991            125             39                   1
                4992            126             39                   1
                4995              1             40                   1
