               Sayac              X              Y               Deger
                2832             14             24                   1
                2839             21             24                   1
                2842             24             24                   1
                2851             33             24                   1
                2864             46             24                   1
                2870             52             24                   1
                2879             61             24                   1
                2902             84             24                   1
                2909             91             24                   1
                2930            112             24                   1
                2952              6             25                   1
                2963             17             25                   1
                2964             18             25                   1
                2967             21             25                   1
                2984             38             25                   1
                3023             77             25                   1
                3027             81             25                   1
                3044             98             25                   1
                3050            104             25                   1
                3084             10             26                   1
                3108             34             26                   1
                3117             43             26                   1
                3118             44             26                   1
                3120             46             26                   1
                3144             70             26                   1
                3148             74             26                   1
                3160             86             26                   1
                3172             98             26                   1
                3178            104             26                   1
                3201            127             26                   1
                3215             13             27                   1
                3230             28             27                   1
                3239             37             27                   1
                3246             44             27                   1
                3251             49             27                   1
                3271             69             27                   1
                3279             77             27                   1
                3306            104             27                   1
                3331              1             28                   1
                3347             17             28                   1
                3358             28             28                   1
                3380             50             28                   1
                3389             59             28                   1
                3396             66             28                   1
                3404             74             28                   1
                3405             75             28                   1
                3406             76             28                   1
                3408             78             28                   1
                3426             96             28                   1
                3432            102             28                   1
                3434            104             28                   1
                3437            107             28                   1
                3441            111             28                   1
                3445            115             28                   1
                3489             31             29                   1
                3491             33             29                   1
                3511             53             29                   1
                3516             58             29                   1
                3527             69             29                   1
                3557             99             29                   1
                3559            101             29                   1
                3570            112             29                   1
                3577            119             29                   1
                3582            124             29                   1
                3588              2             30                   1
                3590              4             30                   1
                3597             11             30                   1
                3607             21             30                   1
                3622             36             30                   1
                3633             47             30                   1
                3662             76             30                   1
                3664             78             30                   1
                3669             83             30                   1
                3677             91             30                   1
                3684             98             30                   1
                3716              2             31                   1
                3719              5             31                   1
                3736             22             31                   1
                3778             64             31                   1
                3790             76             31                   1
                3801             87             31                   1
                3803             89             31                   1
                3808             94             31                   1
                3810             96             31                   1
                3823            109             31                   1
                3824            110             31                   1
                3829            115             31                   1
                3831            117             31                   1
                3833            119             31                   1
                3842              0             32                   1
                3849              7             32                   1
                3850              8             32                   1
                3864             22             32                   1
                3876             34             32                   1
                3889             47             32                   1
                3926             84             32                   1
                3938             96             32                   1
                3939             97             32                   1
                3951            109             32                   1
                3954            112             32                   1
                3960            118             32                   1
                3967            125             32                   1
                3968            126             32                   1
                3998             28             33                   1
                4003             33             33                   1
                4025             55             33                   1
                4043             73             33                   1
                4044             74             33                   1
                4047             77             33                   1
                4052             82             33                   1
                4085            115             33                   1
                4093            123             33                   1
                4146             48             34                   1
                4149             51             34                   1
                4158             60             34                   1
                4178             80             34                   1
                4180             82             34                   1
                4183             85             34                   1
                4190             92             34                   1
                4202            104             34                   1
                4218            120             34                   1
                4235              9             35                   1
                4240             14             35                   1
                4268             42             35                   1
                4280             54             35                   1
                4293             67             35                   1
                4328            102             35                   1
                4331            105             35                   1
                4337            111             35                   1
                4347            121             35                   1
                4357              3             36                   1
                4363              9             36                   1
                4393             39             36                   1
                4399             45             36                   1
                4403             49             36                   1
                4405             51             36                   1
                4427             73             36                   1
                4434             80             36                   1
                4442             88             36                   1
                4445             91             36                   1
                4468            114             36                   1
                4470            116             36                   1
                4473            119             36                   1
                4480            126             36                   1
                4483              1             37                   1
                4507             25             37                   1
                4523             41             37                   1
                4547             65             37                   1
                4548             66             37                   1
                4572             90             37                   1
                4597            115             37                   1
                4599            117             37                   1
                4600            118             37                   1
                4601            119             37                   1
                4606            124             37                   1
                4609            127             37                   1
                4610              0             38                   1
                4614              4             38                   1
                4618              8             38                   1
                4624             14             38                   1
                4625             15             38                   1
                4637             27             38                   1
                4647             37             38                   1
                4649             39             38                   1
                4654             44             38                   1
                4658             48             38                   1
                4675             65             38                   1
                4676             66             38                   1
                4680             70             38                   1
                4694             84             38                   1
                4713            103             38                   1
                4716            106             38                   1
                4720            110             38                   1
                4731            121             38                   1
                4755             17             39                   1
                4767             29             39                   1
                4771             33             39                   1
                4783             45             39                   1
                4794             56             39                   1
                4812             74             39                   1
                4835             97             39                   1
                4837             99             39                   1
                4848            110             39                   1
                4863            125             39                   1
                4887             21             40                   1
                4902             36             40                   1
                4908             42             40                   1
                4915             49             40                   1
                4920             54             40                   1
                4924             58             40                   1
                4930             64             40                   1
                4937             71             40                   1
                4941             75             40                   1
                4945             79             40                   1
                4946             80             40                   1
                4952             86             40                   1
                4976            110             40                   1
                4980            114             40                   1
                4982            116             40                   1
                4987            121             40                   1
