               Sayac              X              Y               Deger
                3567            109             31                   1
                3573            115             31                   1
                3575            117             31                   1
                3577            119             31                   1
                3586              0             32                   1
                3593              7             32                   1
                3594              8             32                   1
                3608             22             32                   1
                3620             34             32                   1
                3633             47             32                   1
                3670             84             32                   1
                3682             96             32                   1
                3683             97             32                   1
                3691            105             32                   1
                3695            109             32                   1
                3704            118             32                   1
                3711            125             32                   1
                3712            126             32                   1
                3742             28             33                   1
                3747             33             33                   1
                3769             55             33                   1
                3787             73             33                   1
                3788             74             33                   1
                3791             77             33                   1
                3796             82             33                   1
                3829            115             33                   1
                3837            123             33                   1
                3890             48             34                   1
                3902             60             34                   1
                3927             85             34                   1
                3934             92             34                   1
                3946            104             34                   1
                3962            120             34                   1
                3979              9             35                   1
                3984             14             35                   1
                4012             42             35                   1
                4024             54             35                   1
                4037             67             35                   1
                4072            102             35                   1
                4075            105             35                   1
                4081            111             35                   1
                4091            121             35                   1
                4101              3             36                   1
                4107              9             36                   1
                4137             39             36                   1
                4143             45             36                   1
                4147             49             36                   1
                4149             51             36                   1
                4171             73             36                   1
                4178             80             36                   1
                4186             88             36                   1
                4189             91             36                   1
                4212            114             36                   1
                4214            116             36                   1
                4217            119             36                   1
                4224            126             36                   1
                4227              1             37                   1
                4251             25             37                   1
                4263             37             37                   1
                4267             41             37                   1
                4291             65             37                   1
                4292             66             37                   1
                4316             90             37                   1
                4341            115             37                   1
                4343            117             37                   1
                4344            118             37                   1
                4345            119             37                   1
                4350            124             37                   1
                4353            127             37                   1
                4354              0             38                   1
                4358              4             38                   1
                4362              8             38                   1
                4368             14             38                   1
                4369             15             38                   1
                4391             37             38                   1
                4393             39             38                   1
                4398             44             38                   1
                4402             48             38                   1
                4419             65             38                   1
                4420             66             38                   1
                4424             70             38                   1
                4438             84             38                   1
                4457            103             38                   1
                4460            106             38                   1
                4464            110             38                   1
                4475            121             38                   1
                4499             17             39                   1
                4511             29             39                   1
                4515             33             39                   1
                4527             45             39                   1
                4538             56             39                   1
                4556             74             39                   1
                4579             97             39                   1
                4592            110             39                   1
                4607            125             39                   1
                4631             21             40                   1
                4646             36             40                   1
                4659             49             40                   1
                4664             54             40                   1
                4668             58             40                   1
                4674             64             40                   1
                4681             71             40                   1
                4685             75             40                   1
                4689             79             40                   1
                4690             80             40                   1
                4696             86             40                   1
                4720            110             40                   1
                4724            114             40                   1
                4726            116             40                   1
                4731            121             40                   1
                4749             11             41                   1
                4750             12             41                   1
                4754             16             41                   1
                4764             26             41                   1
                4765             27             41                   1
                4786             48             41                   1
                4791             53             41                   1
                4794             56             41                   1
                4795             57             41                   1
                4801             63             41                   1
                4806             68             41                   1
                4811             73             41                   1
                4813             75             41                   1
                4839            101             41                   1
                4863            125             41                   1
                4867              1             42                   1
                4871              5             42                   1
                4873              7             42                   1
                4890             24             42                   1
                4892             26             42                   1
                4894             28             42                   1
                4922             56             42                   1
                4926             60             42                   1
                4933             67             42                   1
                4955             89             42                   1
                4975            109             42                   1
                4980            114             42                   1
