               Sayac              X              Y               Deger
                3404             74             33                   1
                3407             77             33                   1
                3412             82             33                   1
                3445            115             33                   1
                3453            123             33                   1
                3506             48             34                   1
                3550             92             34                   1
                3562            104             34                   1
                3578            120             34                   1
                3595              9             35                   1
                3628             42             35                   1
                3640             54             35                   1
                3653             67             35                   1
                3688            102             35                   1
                3691            105             35                   1
                3707            121             35                   1
                3717              3             36                   1
                3723              9             36                   1
                3753             39             36                   1
                3759             45             36                   1
                3763             49             36                   1
                3787             73             36                   1
                3794             80             36                   1
                3802             88             36                   1
                3805             91             36                   1
                3830            116             36                   1
                3833            119             36                   1
                3840            126             36                   1
                3843              1             37                   1
                3867             25             37                   1
                3879             37             37                   1
                3883             41             37                   1
                3907             65             37                   1
                3908             66             37                   1
                3932             90             37                   1
                3957            115             37                   1
                3959            117             37                   1
                3960            118             37                   1
                3961            119             37                   1
                3966            124             37                   1
                3969            127             37                   1
                3970              0             38                   1
                3974              4             38                   1
                3978              8             38                   1
                3984             14             38                   1
                3985             15             38                   1
                4007             37             38                   1
                4009             39             38                   1
                4014             44             38                   1
                4018             48             38                   1
                4035             65             38                   1
                4036             66             38                   1
                4040             70             38                   1
                4054             84             38                   1
                4073            103             38                   1
                4076            106             38                   1
                4080            110             38                   1
                4091            121             38                   1
                4115             17             39                   1
                4127             29             39                   1
                4131             33             39                   1
                4154             56             39                   1
                4172             74             39                   1
                4195             97             39                   1
                4208            110             39                   1
                4247             21             40                   1
                4262             36             40                   1
                4280             54             40                   1
                4284             58             40                   1
                4290             64             40                   1
                4297             71             40                   1
                4301             75             40                   1
                4305             79             40                   1
                4306             80             40                   1
                4312             86             40                   1
                4336            110             40                   1
                4340            114             40                   1
                4342            116             40                   1
                4347            121             40                   1
                4365             11             41                   1
                4366             12             41                   1
                4370             16             41                   1
                4380             26             41                   1
                4381             27             41                   1
                4402             48             41                   1
                4410             56             41                   1
                4411             57             41                   1
                4417             63             41                   1
                4422             68             41                   1
                4427             73             41                   1
                4429             75             41                   1
                4455            101             41                   1
                4479            125             41                   1
                4483              1             42                   1
                4487              5             42                   1
                4489              7             42                   1
                4506             24             42                   1
                4508             26             42                   1
                4510             28             42                   1
                4538             56             42                   1
                4542             60             42                   1
                4549             67             42                   1
                4571             89             42                   1
                4591            109             42                   1
                4596            114             42                   1
                4625             15             43                   1
                4626             16             43                   1
                4627             17             43                   1
                4628             18             43                   1
                4633             23             43                   1
                4635             25             43                   1
                4636             26             43                   1
                4640             30             43                   1
                4643             33             43                   1
                4647             37             43                   1
                4652             42             43                   1
                4661             51             43                   1
                4672             62             43                   1
                4679             69             43                   1
                4689             79             43                   1
                4690             80             43                   1
                4694             84             43                   1
                4699             89             43                   1
                4700             90             43                   1
                4705             95             43                   1
                4719            109             43                   1
                4722            112             43                   1
                4760             22             44                   1
                4770             32             44                   1
                4790             52             44                   1
                4794             56             44                   1
                4795             57             44                   1
                4799             61             44                   1
                4802             64             44                   1
                4813             75             44                   1
                4818             80             44                   1
                4828             90             44                   1
                4829             91             44                   1
                4834             96             44                   1
                4848            110             44                   1
                4867              1             45                   1
                4878             12             45                   1
                4893             27             45                   1
                4902             36             45                   1
                4906             40             45                   1
                4913             47             45                   1
                4922             56             45                   1
                4932             66             45                   1
                4939             73             45                   1
                4951             85             45                   1
                4963             97             45                   1
                4965             99             45                   1
                4978            112             45                   1
                4989            123             45                   1
